"Architecture","F1 Macro Mean","F1 Macro Std","Fold 1","Fold 2"
"MobileNetV3","0.7475518199853781","0.004594194684289399","0.7429576253010887","0.7521460146696675"
"DenseNet121","0.7542198336244268","0.003999708858034301","0.758219542482461","0.7502201247663924"
